TagCode,GroupCode,ServerCode,TagName,DataType,DataSize,DataCount,Address,ClassName,DisplayOrder,Archive,Cycle,AutoSync,Active,ReadOnly,Remark,CreateTime,UpdateTime,RowVersion,
ProductNameFeedback177,ProductInfoSummary,WCSServer,产品名称反馈177,11,28,1,DB804.STRING4928,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,B17E3E6BB5154F488B274DF74A11A2DF,
ProductNameFeedback178,ProductInfoSummary,WCSServer,产品名称反馈178,11,28,1,DB804.STRING4956,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,0A80D1E2C400480BA3CCF96395CB4D15,
ProductNameFeedback179,ProductInfoSummary,WCSServer,产品名称反馈179,11,28,1,DB804.STRING4984,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,BFDDDDA8283B415797325CBB93328FFB,
ProductNameFeedback180,ProductInfoSummary,WCSServer,产品名称反馈180,11,28,1,DB804.STRING5012,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,D593EABF82194D498DA6BF96AB372E40,
ProductNameFeedback181,ProductInfoSummary,WCSServer,产品名称反馈181,11,28,1,DB804.STRING5040,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,13A634D176F74B94BFD05372F18C4DE2,
ProductNameFeedback182,ProductInfoSummary,WCSServer,产品名称反馈182,11,28,1,DB804.STRING5068,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,FD676622D8554807B6FA61B8EB01CE89,
ProductNameFeedback183,ProductInfoSummary,WCSServer,产品名称反馈183,11,28,1,DB804.STRING5096,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,96ED3FF955384CB3A429B3755D7E67F4,
ProductNameFeedback184,ProductInfoSummary,WCSServer,产品名称反馈184,11,28,1,DB804.STRING5124,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,3DD0C685334B4C9F97F945E07CBAF26D,
ProductNameFeedback164,ProductInfoSummary,WCSServer,产品名称反馈164,11,28,1,DB804.STRING4564,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,01AD22B15D6F4BA0B1B742C562ADE2CD,
StorageInfoFeedback02,LocationInfo,WCSServer,库存信息反馈02,11,40,1,DB802.STRING80,货位托盘信息,1,1,1,0,1,0,,08-11月-20,08-11月-20,67CA45545DA0664EB6B867E0D0CF3AA2,
ProductNameFeedback185,ProductInfoSummary,WCSServer,产品名称反馈185,11,28,1,DB804.STRING5152,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,BAFCCA4905DE4549B243698C6ABB586C,
ProductNameFeedback186,ProductInfoSummary,WCSServer,产品名称反馈186,11,28,1,DB804.STRING5180,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,DC4FB8157A344E89A9B8E89C156736D1,
AGV04Status,AGV,WCSServer,4#AGV小车状态,1,1,10,DB600.DBX15.0,AGV状态,1,1,1,0,1,0,,17-8月 -20,17-8月 -20,BB0153ED1CDD8E49BA9072275E96C0FE,
AGV03Status,AGV,WCSServer,3#AGV小车状态,1,1,10,DB600.DBX10.0,AGV状态,1,1,1,0,1,0,,17-8月 -20,17-8月 -20,D5CBF40164646C4483918ABA09556F63,
AGV02Status,AGV,WCSServer,2#AGV小车状态,1,1,10,DB600.DBX5.0,AGV状态,1,1,1,0,1,0,,17-8月 -20,17-8月 -20,C613FAAD361E124DB9CC9C48F9A1AF17,
RealTimeLocationInfo,RealTimeLocationInfo,WCSServer,实时货位信息,3,1,770,DB800.BYTE0,实时货位信息,1,1,1,0,1,0,,17-10月-20,17-10月-20,64C7224F3ADBF642BF967D41D52D50DF,
PalletDataRequest,LocationInfo,WCSServer,盘位数据请求,7,4,1,DB801.DINT0,货位托盘信息,1,1,1,0,1,0,,17-10月-20,08-11月-20,B60D0C3ADDE77F46BC47FB07AB45F0A2,
ProductNameFeedback187,ProductInfoSummary,WCSServer,产品名称反馈187,11,28,1,DB804.STRING5208,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,D846DC8BC13B471097CD3152FD1AA32F,
ProductNameFeedback188,ProductInfoSummary,WCSServer,产品名称反馈188,11,28,1,DB804.STRING5236,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,90A7335DD4B54FD2B26184A35EE2D5A0,
ProductNameFeedback189,ProductInfoSummary,WCSServer,产品名称反馈189,11,28,1,DB804.STRING5264,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,CF61D58F8C4B40238265F09182DA2B7B,
ProductNameFeedback190,ProductInfoSummary,WCSServer,产品名称反馈190,11,28,1,DB804.STRING5292,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,5B7D704EA9AA4E2DBC8AC74BA0FE0A8B,
ProductNameFeedback191,ProductInfoSummary,WCSServer,产品名称反馈191,11,28,1,DB804.STRING5320,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,F49E433C23014177A662A52FDE0DF73A,
ProductNameFeedback192,ProductInfoSummary,WCSServer,产品名称反馈192,11,28,1,DB804.STRING5348,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,E6EE90790ABC4710856E737A1043F1EE,
ProductNameFeedback193,ProductInfoSummary,WCSServer,产品名称反馈193,11,28,1,DB804.STRING5376,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,541C1E718E3548E2BCC4CF6639CFEFFA,
ProductNameFeedback194,ProductInfoSummary,WCSServer,产品名称反馈194,11,28,1,DB804.STRING5404,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,8BEDAD0109904054A7FC3D0E43A77CFF,
ProductNameFeedback195,ProductInfoSummary,WCSServer,产品名称反馈195,11,28,1,DB804.STRING5432,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,9B5B23D000CB4A24907553CA5DBE06CD,
ProductNameFeedback196,ProductInfoSummary,WCSServer,产品名称反馈196,11,28,1,DB804.STRING5460,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,2EDE29F3024C4B53A932D3F3B4AB82CA,
ProductNameFeedback197,ProductInfoSummary,WCSServer,产品名称反馈197,11,28,1,DB804.STRING5488,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,D7F90AAE9A684EA2932281F8E1D055A5,
ProductNameFeedback198,ProductInfoSummary,WCSServer,产品名称反馈198,11,28,1,DB804.STRING5516,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,EBEE0049AAD449BA9B8741E4AB870294,
ProductNameFeedback199,ProductInfoSummary,WCSServer,产品名称反馈199,11,28,1,DB804.STRING5544,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,379E1380099E46A682FDDFBE1523680D,
ProductNameFeedback200,ProductInfoSummary,WCSServer,产品名称反馈200,11,28,1,DB804.STRING5572,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,873F37279F18476A92F0290C01205AB3,
ProductNameFeedback001,ProductInfoSummary,WCSServer,产品名称反馈001,11,28,1,DB804.STRING0,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,C2F6DFB85384496184B49CEA622E8521,
ProductNameFeedback002,ProductInfoSummary,WCSServer,产品名称反馈002,11,28,1,DB804.STRING28,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,D9CECCD0482A4749983A6473E5DE96C4,
ProductNameFeedback003,ProductInfoSummary,WCSServer,产品名称反馈003,11,28,1,DB804.STRING56,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,C6033781DEE046BD847F72F2B24CC2F8,
ProductNameFeedback004,ProductInfoSummary,WCSServer,产品名称反馈004,11,28,1,DB804.STRING84,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,6B05FBCBA8F54E348397E1BC2B073C05,
ProductNameFeedback005,ProductInfoSummary,WCSServer,产品名称反馈005,11,28,1,DB804.STRING112,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,A166C670CB0C40CA93DF75265922165F,
ProductNameFeedback006,ProductInfoSummary,WCSServer,产品名称反馈006,11,28,1,DB804.STRING140,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,855749736A4C45B88C9396745AD122C6,
ProductNameFeedback007,ProductInfoSummary,WCSServer,产品名称反馈007,11,28,1,DB804.STRING168,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,3CD6CE1EC7174D039C0BD0802FB743DC,
ProductNameFeedback008,ProductInfoSummary,WCSServer,产品名称反馈008,11,28,1,DB804.STRING196,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,E3C6ED7FEAF141E686563B76E6B06494,
ProductNameFeedback009,ProductInfoSummary,WCSServer,产品名称反馈009,11,28,1,DB804.STRING224,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,8949C0F461E0449FA413417E000AEB4F,
ProductNameFeedback010,ProductInfoSummary,WCSServer,产品名称反馈010,11,28,1,DB804.STRING252,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,4463DA24DF7446E4AF34B435DD488B35,
ProductNameFeedback011,ProductInfoSummary,WCSServer,产品名称反馈011,11,28,1,DB804.STRING280,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,04618AF6E73842758CE8BD86DB4206BE,
ProductNameFeedback012,ProductInfoSummary,WCSServer,产品名称反馈012,11,28,1,DB804.STRING308,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,709F3DB47D564F17A2F47C5880A4C64E,
ProductNameFeedback013,ProductInfoSummary,WCSServer,产品名称反馈013,11,28,1,DB804.STRING336,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,9CFBD9FDB20844B4A9213E263C49B05E,
ProductNameFeedback014,ProductInfoSummary,WCSServer,产品名称反馈014,11,28,1,DB804.STRING364,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,00CB6B02B84F444B8F48ADFE1306B9DC,
ProductNameFeedback015,ProductInfoSummary,WCSServer,产品名称反馈015,11,28,1,DB804.STRING392,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,317429E5A95A4C2195ED7F7BBB75AF74,
ProductNameFeedback016,ProductInfoSummary,WCSServer,产品名称反馈016,11,28,1,DB804.STRING420,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,E1AD94517FEB49C7B001258247BC9A17,
ProductNameFeedback017,ProductInfoSummary,WCSServer,产品名称反馈017,11,28,1,DB804.STRING448,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,BDDD74EA99E84200A04A75CA33B510CC,
ProductNameFeedback018,ProductInfoSummary,WCSServer,产品名称反馈018,11,28,1,DB804.STRING476,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,CCA33ADBCD3A418394EF4050E45E432F,
ProductNameFeedback019,ProductInfoSummary,WCSServer,产品名称反馈019,11,28,1,DB804.STRING504,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,4C1241A4319C41CDA525388E3B32CD1E,
ProductNameFeedback020,ProductInfoSummary,WCSServer,产品名称反馈020,11,28,1,DB804.STRING532,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,08975241FE184E41A635B559AFC81FE5,
ProductNameFeedback021,ProductInfoSummary,WCSServer,产品名称反馈021,11,28,1,DB804.STRING560,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,F224405793C440AFAE458DD05AA5FD4C,
ProductNameFeedback022,ProductInfoSummary,WCSServer,产品名称反馈022,11,28,1,DB804.STRING588,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,A5EAC1B44D22432B8C34E1295C51AD73,
ProductNameFeedback023,ProductInfoSummary,WCSServer,产品名称反馈023,11,28,1,DB804.STRING616,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,56F9EA6C3A9D49D9967701B7424B5E9F,
ProductNameFeedback024,ProductInfoSummary,WCSServer,产品名称反馈024,11,28,1,DB804.STRING644,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,B078D85A98B344B3AE5E5BDC62BF85F6,
ProductNameFeedback025,ProductInfoSummary,WCSServer,产品名称反馈025,11,28,1,DB804.STRING672,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,0C233BB64FFE4644A170615990206F14,
ProductNameFeedback026,ProductInfoSummary,WCSServer,产品名称反馈026,11,28,1,DB804.STRING700,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,91E77D6489D84992B7A170B1B89743AB,
ProductNameFeedback027,ProductInfoSummary,WCSServer,产品名称反馈027,11,28,1,DB804.STRING728,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,E9AB922FE5A94B178EFDF0A81CAF1930,
ProductNameFeedback028,ProductInfoSummary,WCSServer,产品名称反馈028,11,28,1,DB804.STRING756,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,D2542F0787E74FAF91CA67E355CFDC22,
ProductNameFeedback029,ProductInfoSummary,WCSServer,产品名称反馈029,11,28,1,DB804.STRING784,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,9E98147E6CF74F09A5EBDD6C59B8A577,
ProductNameFeedback030,ProductInfoSummary,WCSServer,产品名称反馈030,11,28,1,DB804.STRING812,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,EF45662A7DD843E9BA92C9C69789E60B,
ProductNameFeedback031,ProductInfoSummary,WCSServer,产品名称反馈031,11,28,1,DB804.STRING840,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,5F39BB50FA494A0989C9BEA938E46069,
ProductNameFeedback032,ProductInfoSummary,WCSServer,产品名称反馈032,11,28,1,DB804.STRING868,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,05967589B40C4573B7F49F2C7E508694,
ProductNameFeedback033,ProductInfoSummary,WCSServer,产品名称反馈033,11,28,1,DB804.STRING896,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,9C623C29D29547608EFE6D3386B8A1AB,
ProductNameFeedback034,ProductInfoSummary,WCSServer,产品名称反馈034,11,28,1,DB804.STRING924,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,6A29A5F05C9949FA8289FCB03670B509,
ProductNameFeedback035,ProductInfoSummary,WCSServer,产品名称反馈035,11,28,1,DB804.STRING952,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,B79B605E65DA4919859CF8C765A76B9C,
ProductNameFeedback036,ProductInfoSummary,WCSServer,产品名称反馈036,11,28,1,DB804.STRING980,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,D7098D55E4904FF899C69DFC503C1247,
ProductNameFeedback037,ProductInfoSummary,WCSServer,产品名称反馈037,11,28,1,DB804.STRING1008,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,3FAEA69F61014FA49EE3CBF456FD1E93,
ProductNameFeedback038,ProductInfoSummary,WCSServer,产品名称反馈038,11,28,1,DB804.STRING1036,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,837767B8684C4E96AF7400F9393C23B6,
ProductNameFeedback039,ProductInfoSummary,WCSServer,产品名称反馈039,11,28,1,DB804.STRING1064,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,58200DD5D1F94C24BBFD5370FDEAB099,
ProductNameFeedback040,ProductInfoSummary,WCSServer,产品名称反馈040,11,28,1,DB804.STRING1092,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,BA6CDE351D934E979A319EAE1AF7763B,
ProductNameFeedback041,ProductInfoSummary,WCSServer,产品名称反馈041,11,28,1,DB804.STRING1120,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,0475178D85854332A1927249749AC715,
ProductNameFeedback042,ProductInfoSummary,WCSServer,产品名称反馈042,11,28,1,DB804.STRING1148,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,7A6320A66EBD48A493148CDF59F9DF14,
ProductNameFeedback043,ProductInfoSummary,WCSServer,产品名称反馈043,11,28,1,DB804.STRING1176,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,6FA95D471AAB4F739630B867043F204E,
ProductNameFeedback044,ProductInfoSummary,WCSServer,产品名称反馈044,11,28,1,DB804.STRING1204,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,81C39A254DE940E3BF501E4F019ED095,
ProductNameFeedback045,ProductInfoSummary,WCSServer,产品名称反馈045,11,28,1,DB804.STRING1232,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,1469E1711E724FA2A962E397FB154B83,
ProductNameFeedback046,ProductInfoSummary,WCSServer,产品名称反馈046,11,28,1,DB804.STRING1260,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,4A08155581234246A885579D9472B1A3,
ProductNameFeedback047,ProductInfoSummary,WCSServer,产品名称反馈047,11,28,1,DB804.STRING1288,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,EE1EA0B54427436590EB014DFCAD7608,
ProductNameFeedback048,ProductInfoSummary,WCSServer,产品名称反馈048,11,28,1,DB804.STRING1316,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,D4639D040A8140C1B2A167D0C7CBF7BB,
ProductNameFeedback049,ProductInfoSummary,WCSServer,产品名称反馈049,11,28,1,DB804.STRING1344,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,53E85E42BE4D435F97B06D0E871F2AD2,
ProductNameFeedback050,ProductInfoSummary,WCSServer,产品名称反馈050,11,28,1,DB804.STRING1372,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,DB0297EF39894954969B1728E995DFF2,
ProductNameFeedback051,ProductInfoSummary,WCSServer,产品名称反馈051,11,28,1,DB804.STRING1400,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,F749C6E58B154296A1C5102A7D421EF1,
ProductNameFeedback052,ProductInfoSummary,WCSServer,产品名称反馈052,11,28,1,DB804.STRING1428,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,F330312E7DE24E62AABC6AD1CD719A04,
ProductNameFeedback053,ProductInfoSummary,WCSServer,产品名称反馈053,11,28,1,DB804.STRING1456,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,693FB6E5C024419496BC01DA4E6AA103,
ProductNameFeedback054,ProductInfoSummary,WCSServer,产品名称反馈054,11,28,1,DB804.STRING1484,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,8486890BDCF6491DA555F39430134D45,
ProductNameFeedback055,ProductInfoSummary,WCSServer,产品名称反馈055,11,28,1,DB804.STRING1512,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,E207263A443848CFBD6C088F007C0081,
ProductNameFeedback056,ProductInfoSummary,WCSServer,产品名称反馈056,11,28,1,DB804.STRING1540,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,4E80E4C966D94BD6A5C53BE82CE0D8B7,
ProductNameFeedback057,ProductInfoSummary,WCSServer,产品名称反馈057,11,28,1,DB804.STRING1568,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,7E4A481124BB4255A33B3C020A3D0AF6,
ProductNameFeedback058,ProductInfoSummary,WCSServer,产品名称反馈058,11,28,1,DB804.STRING1596,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,56220D1550F743EABC6DB72EAA225A3E,
ProductNameFeedback059,ProductInfoSummary,WCSServer,产品名称反馈059,11,28,1,DB804.STRING1624,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,0983A1D2E65E408CA15A4601E1439DD2,
ProductNameFeedback060,ProductInfoSummary,WCSServer,产品名称反馈060,11,28,1,DB804.STRING1652,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,69E28859C4D7489BBE076298C93F9BF0,
ProductNameFeedback061,ProductInfoSummary,WCSServer,产品名称反馈061,11,28,1,DB804.STRING1680,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,19D8D7A53EDC4F83948140B7A0184BAF,
ProductNameFeedback062,ProductInfoSummary,WCSServer,产品名称反馈062,11,28,1,DB804.STRING1708,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,798A1D6067144204937B0E7DB350DBA4,
ProductNameFeedback063,ProductInfoSummary,WCSServer,产品名称反馈063,11,28,1,DB804.STRING1736,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,D3770C295EE442A5BFFB1FCE255437D8,
ProductNameFeedback064,ProductInfoSummary,WCSServer,产品名称反馈064,11,28,1,DB804.STRING1764,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,7ABE7D59782A43E68D5015ACA7B837FA,
ProductNameFeedback065,ProductInfoSummary,WCSServer,产品名称反馈065,11,28,1,DB804.STRING1792,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,8B6DE0B18FFF4D1793BCF8C655FAE708,
ProductNameFeedback066,ProductInfoSummary,WCSServer,产品名称反馈066,11,28,1,DB804.STRING1820,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,5FBAC4BA567E49F9A79E9ED361897339,
